,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1106,Jamaal Magloire,1610612749,MIL,Milwaukee,2048,287.0,615.0,0.0,0.0,178.0,333.0,220.0,558.0,778.0,56.0,29.0,80.0,166.0,276.0,752.0,2005,1978-05-21,44.0,Kentucky,Canada,83.0,265.0,12.0,2000.0,2011.0,2000.0,1.0,19.0
1107,Jamaal Tinsley,1610612754,IND,Indiana,2224,158.0,386.0,16.0,70.0,58.0,91.0,35.0,98.0,133.0,211.0,49.0,6.0,109.0,96.0,390.0,2005,1978-02-28,44.0,Iowa State,USA,75.0,188.0,10.0,2001.0,2013.0,2001.0,1.0,27.0
1108,Jamal Crawford,1610612752,NYK,New York,2037,366.0,879.0,101.0,293.0,295.0,357.0,36.0,212.0,248.0,301.0,87.0,15.0,175.0,150.0,1128.0,2005,1980-03-20,42.0,Michigan,USA,77.0,200.0,20.0,2000.0,2019.0,2000.0,1.0,8.0
1109,Jamal Sampson,1610612758,SAC,Sacramento,2441,5.0,7.0,0.0,0.0,0.0,2.0,5.0,13.0,18.0,5.0,0.0,4.0,0.0,5.0,10.0,2005,1983-05-15,39.0,California,USA,83.0,235.0,5.0,2002.0,2006.0,2002.0,2.0,46.0
1110,Jameer Nelson,1610612753,ORL,Orlando,2749,347.0,719.0,70.0,165.0,141.0,181.0,39.0,141.0,180.0,302.0,70.0,9.0,148.0,174.0,905.0,2005,1982-02-09,40.0,St. Joseph's (PA),USA,72.0,190.0,14.0,2004.0,2017.0,2004.0,1.0,20.0
1111,James Jones,1610612756,PHX,Phoenix,2592,243.0,581.0,110.0,285.0,103.0,121.0,44.0,209.0,253.0,57.0,38.0,49.0,35.0,142.0,699.0,2005,1980-10-04,41.0,Miami,USA,80.0,218.0,14.0,2003.0,2016.0,2003.0,2.0,49.0
1112,James Posey,1610612748,MIA,Miami,1899,159.0,395.0,117.0,290.0,48.0,61.0,33.0,286.0,319.0,89.0,54.0,20.0,58.0,196.0,483.0,2005,1977-01-13,45.0,Xavier,USA,80.0,217.0,12.0,1999.0,2010.0,1999.0,1.0,18.0
1113,James Singleton,1610612746,LAC,Los Angeles,101189,77.0,151.0,10.0,20.0,39.0,50.0,63.0,134.0,197.0,29.0,19.0,21.0,28.0,95.0,203.0,2005,1981-07-20,40.0,Murray State,USA,80.0,230.0,5.0,2005.0,2011.0,0.0,0.0,0.0
1114,James Thomas,1610612755,PHI,Philadelphia,2839,10.0,19.0,0.0,0.0,8.0,14.0,12.0,27.0,39.0,1.0,0.0,3.0,7.0,35.0,28.0,2005,1980-11-22,41.0,Texas,USA,81.0,245.0,1.0,2004.0,2005.0,0.0,0.0,0.0
1115,Jannero Pargo,1610612741,CHI,Chicago,2457,109.0,292.0,39.0,103.0,17.0,21.0,8.0,53.0,61.0,94.0,24.0,2.0,61.0,57.0,274.0,2005,1979-10-22,42.0,Arkansas,USA,73.0,185.0,10.0,2002.0,2014.0,0.0,0.0,0.0
1116,Jared Jeffries,1610612764,WAS,Washington,2407,187.0,415.0,16.0,50.0,99.0,168.0,164.0,215.0,379.0,148.0,58.0,50.0,99.0,223.0,489.0,2005,1981-11-25,40.0,Indiana,USA,83.0,240.0,11.0,2002.0,2012.0,2002.0,1.0,11.0
1117,Jarrett Jack,1610612757,POR,Portland,101127,189.0,428.0,20.0,76.0,128.0,160.0,18.0,142.0,160.0,219.0,41.0,2.0,102.0,138.0,526.0,2005,1983-10-28,38.0,Georgia Tech,USA,75.0,200.0,13.0,2005.0,2017.0,2005.0,1.0,22.0
1118,Jarron Collins,1610612762,UTA,Utah,2260,129.0,280.0,0.0,0.0,157.0,219.0,134.0,199.0,333.0,97.0,36.0,27.0,61.0,252.0,415.0,2005,1978-12-02,43.0,Stanford,USA,83.0,249.0,9.0,2001.0,2010.0,2001.0,2.0,52.0
1119,Jarvis Hayes,1610612764,WAS,Washington,2553,77.0,183.0,17.0,47.0,25.0,30.0,19.0,57.0,76.0,27.0,16.0,1.0,22.0,38.0,196.0,2005,1981-08-09,40.0,Georgia,USA,80.0,228.0,7.0,2003.0,2009.0,2003.0,1.0,10.0
1120,Jason Collins,1610612751,NJN,New Jersey,2215,104.0,262.0,3.0,12.0,44.0,86.0,93.0,249.0,342.0,70.0,46.0,40.0,61.0,251.0,255.0,2005,1978-12-02,43.0,Stanford,USA,84.0,255.0,12.0,2001.0,2013.0,2001.0,1.0,18.0
1121,Jason Hart,1610612758,SAC,Sacramento,2078,86.0,221.0,9.0,31.0,37.0,56.0,12.0,59.0,71.0,70.0,31.0,5.0,43.0,85.0,218.0,2005,1978-04-29,44.0,Syracuse,USA,75.0,180.0,9.0,2000.0,2009.0,2000.0,2.0,49.0
1122,Jason Kapono,1610612748,MIA,Miami,2574,79.0,177.0,21.0,53.0,28.0,33.0,12.0,59.0,71.0,37.0,7.0,3.0,20.0,89.0,207.0,2005,1981-02-02,41.0,UCLA,USA,80.0,215.0,8.0,2003.0,2011.0,2003.0,2.0,31.0
1123,Jason Kidd,1610612751,NJN,New Jersey,467,366.0,905.0,139.0,395.0,194.0,244.0,86.0,494.0,580.0,672.0,150.0,29.0,192.0,157.0,1065.0,2005,1973-03-23,49.0,California,USA,76.0,210.0,18.0,1994.0,2012.0,1994.0,1.0,2.0
1124,Jason Maxiell,1610612765,DET,Detroit,101131,23.0,54.0,0.0,0.0,14.0,42.0,12.0,16.0,28.0,3.0,4.0,5.0,11.0,14.0,60.0,2005,1983-02-18,39.0,Cincinnati,USA,79.0,260.0,9.0,2005.0,2014.0,2005.0,1.0,26.0
1125,Jason Richardson,1610612744,GSW,Golden State,2202,641.0,1438.0,183.0,477.0,276.0,410.0,105.0,333.0,438.0,232.0,97.0,37.0,167.0,206.0,1741.0,2005,1981-01-20,41.0,Michigan State,USA,78.0,225.0,13.0,2001.0,2014.0,2001.0,1.0,5.0
1126,Jason Terry,1610612742,DAL,Dallas,1891,516.0,1099.0,171.0,416.0,168.0,210.0,31.0,127.0,158.0,306.0,100.0,27.0,135.0,196.0,1371.0,2005,1977-09-15,44.0,Arizona,USA,74.0,185.0,18.0,1999.0,2017.0,1999.0,1.0,10.0
1127,Jason Williams,1610612748,MIA,Miami,1715,268.0,606.0,107.0,288.0,85.0,98.0,6.0,133.0,139.0,287.0,53.0,5.0,100.0,101.0,728.0,2005,1975-11-18,46.0,Florida,USA,73.0,180.0,11.0,1998.0,2010.0,1998.0,1.0,7.0
1128,Jeff Foster,1610612754,IND,Indiana,1902,138.0,250.0,0.0,4.0,96.0,159.0,224.0,350.0,574.0,50.0,41.0,27.0,64.0,191.0,372.0,2005,1977-01-16,45.0,Southwest Texas State,USA,83.0,250.0,12.0,1999.0,2011.0,1999.0,1.0,21.0
1129,Jeff McInnis,1610612751,NJN,New Jersey,976,63.0,143.0,3.0,16.0,20.0,29.0,11.0,39.0,50.0,52.0,11.0,2.0,29.0,37.0,149.0,2005,1974-10-22,47.0,North Carolina,USA,76.0,190.0,10.0,1996.0,2007.0,1996.0,2.0,37.0
1130,Jermaine Jackson,1610612749,MIL,Milwaukee,1983,11.0,26.0,1.0,4.0,12.0,14.0,8.0,19.0,27.0,25.0,4.0,1.0,13.0,19.0,35.0,2005,1976-06-07,45.0,Detroit,USA,77.0,204.0,5.0,1999.0,2005.0,0.0,0.0,0.0
1131,Jermaine O'Neal,1610612754,IND,Indiana,979,380.0,805.0,3.0,10.0,261.0,368.0,102.0,374.0,476.0,133.0,27.0,117.0,151.0,177.0,1024.0,2005,1978-10-13,43.0,Eau Claire HS (SC),USA,83.0,255.0,17.0,1996.0,2013.0,1996.0,1.0,17.0
1132,Jerome James,1610612752,NYK,New York,1744,56.0,121.0,0.0,0.0,25.0,40.0,39.0,52.0,91.0,12.0,3.0,23.0,51.0,104.0,137.0,2005,1975-11-17,46.0,Florida A&M,USA,85.0,285.0,9.0,1998.0,2008.0,1998.0,2.0,36.0
1133,Jerry Stackhouse,1610612742,DAL,Dallas,711,242.0,603.0,36.0,130.0,195.0,221.0,32.0,121.0,153.0,160.0,37.0,10.0,121.0,96.0,715.0,2005,1974-11-05,47.0,North Carolina,USA,78.0,218.0,18.0,1995.0,2012.0,1995.0,1.0,3.0
1134,Jim Jackson,1610612756,PHX,Phoenix,754,47.0,160.0,18.0,74.0,9.0,13.0,11.0,65.0,76.0,35.0,12.0,6.0,35.0,51.0,121.0,2005,1970-10-14,51.0,Ohio State,USA,78.0,220.0,13.0,1992.0,2005.0,1992.0,1.0,4.0
1135,Jiri Welsch,1610612749,MIL,Milwaukee,2412,86.0,222.0,14.0,49.0,65.0,87.0,22.0,89.0,111.0,62.0,34.0,1.0,41.0,65.0,251.0,2005,1980-01-27,42.0,Union Olimpija,Czech Republic,79.0,208.0,3.0,2002.0,2005.0,2002.0,1.0,16.0
1136,Joe Johnson,1610612737,ATL,Atlanta,2207,632.0,1395.0,128.0,360.0,261.0,330.0,98.0,237.0,335.0,536.0,103.0,31.0,267.0,187.0,1653.0,2005,1981-06-29,40.0,Arkansas,USA,79.0,240.0,17.0,2001.0,2017.0,2001.0,1.0,10.0
1137,Joe Smith,1610612749,MIL,Milwaukee,693,145.0,305.0,0.0,2.0,89.0,115.0,83.0,147.0,230.0,31.0,24.0,13.0,40.0,120.0,379.0,2005,1975-07-26,46.0,Maryland,USA,82.0,225.0,16.0,1995.0,2010.0,1995.0,1.0,1.0
1138,Joel Przybilla,1610612757,POR,Portland,2038,131.0,239.0,0.0,0.0,82.0,154.0,146.0,245.0,391.0,43.0,20.0,130.0,76.0,149.0,344.0,2005,1979-10-10,42.0,Minnesota,USA,85.0,245.0,13.0,2000.0,2012.0,2000.0,1.0,9.0
1139,Joey Graham,1610612761,TOR,Toronto,101121,198.0,414.0,29.0,87.0,108.0,133.0,57.0,187.0,244.0,60.0,37.0,13.0,92.0,228.0,533.0,2005,1982-06-11,39.0,Oklahoma State,USA,79.0,230.0,6.0,2005.0,2010.0,2005.0,1.0,16.0
1140,Johan Petro,1610612760,SEA,Seattle,101130,153.0,300.0,0.0,0.0,47.0,75.0,109.0,187.0,296.0,15.0,25.0,51.0,60.0,213.0,353.0,2005,1986-01-27,36.0,Pau Orthez,France,84.0,247.0,8.0,2005.0,2012.0,2005.0,1.0,25.0
1141,John Edwards,1610612737,ATL,Atlanta,2823,31.0,64.0,0.0,0.0,8.0,11.0,18.0,30.0,48.0,5.0,3.0,15.0,12.0,76.0,70.0,2005,1981-07-31,40.0,Kent State,USA,84.0,275.0,2.0,2004.0,2005.0,0.0,0.0,0.0
1142,John Lucas III,1610612745,HOU,Houston,101249,14.0,36.0,2.0,9.0,0.0,0.0,2.0,3.0,5.0,12.0,5.0,0.0,7.0,6.0,30.0,2005,1982-11-21,39.0,Oklahoma State,USA,71.0,166.0,7.0,2005.0,2016.0,0.0,0.0,0.0
1143,John Salmons,1610612755,PHI,Philadelphia,2422,219.0,521.0,26.0,87.0,155.0,200.0,48.0,172.0,220.0,223.0,73.0,13.0,125.0,178.0,619.0,2005,1979-12-12,42.0,Miami,USA,78.0,210.0,12.0,2002.0,2014.0,2002.0,1.0,26.0
1144,John Thomas,1610612763,MEM,Memphis,1519,6.0,15.0,0.0,0.0,3.0,4.0,10.0,10.0,20.0,2.0,3.0,2.0,8.0,17.0,15.0,2005,1975-09-08,46.0,Minnesota,USA,81.0,265.0,5.0,1997.0,2005.0,1997.0,1.0,25.0
1145,Jon Barry,1610612745,HOU,Houston,468,25.0,65.0,12.0,32.0,24.0,29.0,1.0,30.0,31.0,26.0,13.0,1.0,22.0,25.0,86.0,2005,1969-07-25,52.0,Georgia Tech,USA,77.0,210.0,13.0,1992.0,2005.0,1992.0,1.0,21.0
1146,Jonathan Bender,1610612754,IND,Indiana,1886,4.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,10.0,2005,1981-01-30,41.0,Picayune HS (MS),USA,84.0,230.0,8.0,1999.0,2009.0,1999.0,1.0,5.0
1147,Jose Calderon,1610612761,TOR,Toronto,101181,132.0,312.0,7.0,43.0,78.0,92.0,30.0,111.0,141.0,288.0,42.0,4.0,101.0,93.0,349.0,2005,1981-09-28,40.0, ,Spain,75.0,200.0,14.0,2005.0,2018.0,0.0,0.0,0.0
1148,Josh Childress,1610612737,ATL,Atlanta,2735,278.0,504.0,32.0,65.0,154.0,201.0,134.0,253.0,387.0,131.0,86.0,39.0,101.0,184.0,742.0,2005,1983-06-20,38.0,Stanford,USA,80.0,210.0,9.0,2004.0,2013.0,2004.0,1.0,6.0
1149,Josh Davis,1610612749,MIL,Milwaukee,2668,2.0,7.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,6.0,2005,1980-08-10,41.0,Wyoming,USA,80.0,235.0,3.0,2003.0,2011.0,0.0,0.0,0.0
1150,Josh Howard,1610612742,DAL,Dallas,2572,350.0,743.0,27.0,63.0,196.0,267.0,123.0,248.0,371.0,111.0,68.0,26.0,79.0,167.0,923.0,2005,1980-04-28,42.0,Wake Forest,USA,79.0,210.0,9.0,2003.0,2012.0,2003.0,1.0,29.0
1151,Josh Powell,1610612742,DAL,Dallas,2694,37.0,81.0,0.0,0.0,36.0,45.0,28.0,53.0,81.0,9.0,7.0,4.0,22.0,52.0,110.0,2005,1983-01-25,39.0,North Carolina State,USA,81.0,240.0,7.0,2005.0,2013.0,0.0,0.0,0.0
1152,Josh Smith,1610612737,ATL,Atlanta,2746,329.0,774.0,34.0,110.0,210.0,292.0,176.0,355.0,531.0,191.0,64.0,208.0,162.0,260.0,902.0,2005,1985-12-05,36.0,Oak Hill Academy (VA),USA,81.0,225.0,12.0,2004.0,2017.0,2004.0,1.0,17.0
1153,Juan Dixon,1610612757,POR,Portland,2413,357.0,821.0,65.0,170.0,156.0,194.0,30.0,147.0,177.0,149.0,58.0,6.0,113.0,157.0,935.0,2005,1978-10-09,43.0,Maryland,USA,75.0,165.0,7.0,2002.0,2008.0,2002.0,1.0,17.0
1154,Julius Hodge,1610612743,DEN,Denver,101125,5.0,13.0,0.0,0.0,3.0,8.0,5.0,2.0,7.0,6.0,2.0,0.0,8.0,7.0,13.0,2005,1983-11-18,38.0,North Carolina State,USA,79.0,220.0,2.0,2005.0,2006.0,2005.0,1.0,20.0
1155,Jumaine Jones,1610612766,CHA,Charlotte,1908,298.0,736.0,115.0,335.0,88.0,121.0,105.0,271.0,376.0,63.0,68.0,22.0,74.0,200.0,799.0,2005,1979-02-10,43.0,Georgia,USA,80.0,230.0,8.0,1999.0,2006.0,1999.0,1.0,27.0
1156,Justin Reed,1610612738,BOS,Boston,2770,119.0,295.0,0.0,1.0,87.0,120.0,53.0,71.0,124.0,41.0,23.0,15.0,52.0,163.0,325.0,2005,1982-01-16,40.0,Mississippi,USA,80.0,240.0,3.0,2004.0,2006.0,2004.0,2.0,40.0
1157,Juwan Howard,1610612745,HOU,Houston,436,394.0,859.0,0.0,4.0,154.0,191.0,168.0,367.0,535.0,112.0,49.0,8.0,133.0,235.0,942.0,2005,1973-02-07,49.0,Michigan,USA,81.0,250.0,19.0,1994.0,2012.0,1994.0,1.0,5.0
1158,Kareem Rush,1610612766,CHA,Charlotte,2416,181.0,469.0,57.0,164.0,55.0,77.0,18.0,85.0,103.0,50.0,38.0,13.0,65.0,79.0,474.0,2005,1980-10-30,41.0,Missouri,USA,78.0,215.0,6.0,2002.0,2009.0,2002.0,1.0,20.0
1159,Keith Bogans,1610612766,CHA,Charlotte,2586,215.0,544.0,65.0,200.0,127.0,186.0,55.0,200.0,255.0,128.0,71.0,9.0,90.0,167.0,622.0,2005,1980-05-12,42.0,Kentucky,USA,77.0,215.0,10.0,2003.0,2013.0,2003.0,2.0,43.0
1160,Keith McLeod,1610612762,UTA,Utah,2693,120.0,340.0,24.0,82.0,106.0,133.0,11.0,67.0,78.0,151.0,42.0,9.0,76.0,131.0,370.0,2005,1979-11-05,42.0,Bowling Green,USA,74.0,190.0,4.0,2003.0,2006.0,0.0,0.0,0.0
1161,Keith Van Horn,1610612742,DAL,Dallas,1496,164.0,387.0,50.0,136.0,94.0,113.0,54.0,138.0,192.0,37.0,31.0,11.0,71.0,121.0,472.0,2005,1975-10-23,46.0,Utah,USA,82.0,245.0,9.0,1997.0,2005.0,1997.0,1.0,2.0
1162,Kelvin Cato,1610612753,ORL,Orlando,1509,36.0,84.0,0.0,0.0,26.0,35.0,20.0,50.0,70.0,4.0,6.0,12.0,18.0,52.0,98.0,2005,1974-08-26,47.0,Iowa State,USA,83.0,275.0,10.0,1997.0,2006.0,1997.0,1.0,15.0
1163,Kendrick Perkins,1610612738,BOS,Boston,2570,137.0,266.0,0.0,2.0,80.0,130.0,140.0,264.0,404.0,69.0,21.0,105.0,107.0,199.0,354.0,2005,1984-11-10,37.0,Clifton J. Ozen HS (TX),USA,82.0,270.0,13.0,2003.0,2017.0,2003.0,1.0,27.0
1164,Kenny Thomas,1610612758,SAC,Sacramento,1903,305.0,604.0,0.0,1.0,138.0,204.0,199.0,419.0,618.0,168.0,72.0,39.0,135.0,196.0,748.0,2005,1977-07-25,44.0,New Mexico,USA,79.0,245.0,11.0,1999.0,2009.0,1999.0,1.0,22.0
1165,Kenyon Martin,1610612743,DEN,Denver,2030,297.0,600.0,5.0,22.0,121.0,170.0,93.0,260.0,353.0,79.0,43.0,52.0,72.0,171.0,720.0,2005,1977-12-30,44.0,Cincinnati,USA,81.0,225.0,14.0,2000.0,2014.0,2000.0,1.0,1.0
1166,Kevin Burleson,1610612766,CHA,Charlotte,101207,22.0,88.0,10.0,54.0,16.0,17.0,4.0,22.0,26.0,48.0,26.0,2.0,25.0,63.0,70.0,2005,1979-04-09,43.0,Minnesota,USA,75.0,205.0,1.0,2005.0,2005.0,0.0,0.0,0.0
1167,Kevin Garnett,1610612750,MIN,Minnesota,708,626.0,1191.0,8.0,30.0,396.0,489.0,214.0,752.0,966.0,308.0,104.0,107.0,180.0,206.0,1656.0,2005,1976-05-19,46.0,Farragut Academy HS (IL),USA,83.0,240.0,21.0,1995.0,2015.0,1995.0,1.0,5.0
1168,Kevin Martin,1610612758,SAC,Sacramento,2755,262.0,546.0,66.0,179.0,188.0,222.0,58.0,203.0,261.0,97.0,55.0,9.0,81.0,138.0,778.0,2005,1983-02-01,39.0,Western Carolina,USA,79.0,199.0,12.0,2004.0,2015.0,2004.0,1.0,26.0
1169,Kevin Ollie,1610612755,PHI,Philadelphia,1563,75.0,174.0,1.0,3.0,41.0,49.0,13.0,85.0,98.0,101.0,33.0,3.0,29.0,103.0,192.0,2005,1972-12-27,49.0,Connecticut,USA,74.0,195.0,13.0,1997.0,2009.0,0.0,0.0,0.0
1170,Keyon Dooling,1610612753,ORL,Orlando,2039,178.0,405.0,13.0,43.0,101.0,121.0,11.0,67.0,78.0,109.0,49.0,4.0,82.0,116.0,470.0,2005,1980-05-08,42.0,Missouri,USA,75.0,195.0,13.0,2000.0,2012.0,2000.0,1.0,10.0
1171,Kirk Hinrich,1610612741,CHI,Chicago,2550,451.0,1078.0,126.0,341.0,256.0,314.0,29.0,259.0,288.0,514.0,94.0,21.0,188.0,251.0,1284.0,2005,1981-01-02,41.0,Kansas,USA,76.0,190.0,13.0,2003.0,2015.0,2003.0,1.0,7.0
1172,Kirk Snyder,1610612740,NOK,New Orleans/Oklahoma City,2745,205.0,453.0,46.0,129.0,86.0,117.0,55.0,106.0,161.0,102.0,29.0,23.0,70.0,106.0,542.0,2005,1983-06-05,38.0,Nevada-Reno,USA,78.0,225.0,4.0,2004.0,2007.0,2004.0,1.0,16.0
1173,Kobe Bryant,1610612747,LAL,Los Angeles,977,978.0,2173.0,180.0,518.0,696.0,819.0,71.0,354.0,425.0,360.0,147.0,30.0,250.0,233.0,2832.0,2005,1978-08-23,43.0,Lower Merion HS (PA)/USA,USA,78.0,212.0,19.0,1996.0,2015.0,1996.0,1.0,13.0
1174,Kris Humphries,1610612762,UTA,Utah,2743,77.0,203.0,0.0,5.0,34.0,65.0,56.0,101.0,157.0,30.0,23.0,16.0,31.0,82.0,188.0,2005,1985-02-06,37.0,Minnesota,USA,81.0,235.0,13.0,2004.0,2016.0,2004.0,1.0,14.0
1175,Kurt Thomas,1610612756,PHX,Phoenix,703,190.0,391.0,0.0,0.0,75.0,92.0,102.0,313.0,415.0,57.0,23.0,54.0,57.0,193.0,455.0,2005,1972-10-04,49.0,TCU,USA,81.0,240.0,17.0,1995.0,2012.0,1995.0,1.0,10.0
1176,Kwame Brown,1610612747,LAL,Los Angeles,2198,204.0,388.0,0.0,1.0,128.0,235.0,182.0,291.0,473.0,72.0,27.0,46.0,100.0,196.0,536.0,2005,1982-03-10,40.0,Glynn Academy HS (GA),USA,83.0,290.0,12.0,2001.0,2012.0,2001.0,1.0,1.0
1177,Kyle Korver,1610612755,PHI,Philadelphia,2594,327.0,761.0,184.0,438.0,101.0,119.0,27.0,243.0,270.0,163.0,65.0,26.0,98.0,224.0,939.0,2005,1981-03-17,41.0,Creighton,USA,79.0,212.0,17.0,2003.0,2019.0,2003.0,2.0,51.0
1178,Lamar Odom,1610612747,LAL,Los Angeles,1885,445.0,925.0,80.0,215.0,216.0,313.0,181.0,557.0,738.0,443.0,75.0,64.0,213.0,256.0,1186.0,2005,1979-11-06,42.0,Rhode Island,USA,82.0,230.0,14.0,1999.0,2013.0,1999.0,1.0,4.0
1179,Lamond Murray,1610612751,NJN,New Jersey,441,72.0,181.0,27.0,78.0,25.0,40.0,29.0,103.0,132.0,13.0,17.0,7.0,22.0,66.0,196.0,2005,1973-04-20,49.0,California,USA,79.0,235.0,10.0,1994.0,2005.0,1994.0,1.0,7.0
1180,Laron Profit,1610612747,LAL,Los Angeles,1919,40.0,84.0,3.0,18.0,21.0,24.0,8.0,35.0,43.0,15.0,11.0,5.0,24.0,25.0,104.0,2005,1977-08-05,44.0,Maryland,USA,77.0,204.0,3.0,1999.0,2005.0,1999.0,2.0,38.0
1181,Larry Hughes,1610612739,CLE,Cleveland,1716,192.0,469.0,28.0,76.0,146.0,193.0,26.0,135.0,161.0,131.0,53.0,21.0,99.0,117.0,558.0,2005,1979-01-23,43.0,St. Louis,USA,77.0,185.0,12.0,1998.0,2011.0,1998.0,1.0,8.0
1182,Lawrence Roberts,1610612763,MEM,Memphis,101160,20.0,44.0,0.0,2.0,11.0,23.0,26.0,23.0,49.0,5.0,8.0,2.0,5.0,30.0,51.0,2005,1982-10-20,39.0,Mississippi State,USA,81.0,240.0,2.0,2005.0,2006.0,2005.0,2.0,55.0
1183,LeBron James,1610612739,CLE,Cleveland,2544,875.0,1823.0,127.0,379.0,601.0,814.0,75.0,481.0,556.0,521.0,123.0,66.0,260.0,181.0,2478.0,2005,1984-12-30,37.0,St. Vincent-St. Mary HS (OH),USA,81.0,250.0,17.0,2003.0,2020.0,2003.0,1.0,1.0
1184,Leandro Barbosa,1610612756,PHX,Phoenix,2571,273.0,567.0,87.0,196.0,111.0,147.0,31.0,119.0,150.0,158.0,48.0,6.0,89.0,145.0,744.0,2005,1982-11-28,39.0,Bauru,Brazil,75.0,194.0,14.0,2003.0,2016.0,2003.0,1.0,28.0
1185,Lee Nailon,1610612755,PHI,Philadelphia,1924,40.0,80.0,0.0,0.0,13.0,15.0,23.0,19.0,42.0,7.0,8.0,4.0,10.0,32.0,93.0,2005,1975-02-22,47.0,TCU,USA,81.0,241.0,5.0,2000.0,2005.0,1999.0,2.0,43.0
1186,Linas Kleiza,1610612743,DEN,Denver,101132,77.0,173.0,2.0,13.0,57.0,81.0,38.0,78.0,116.0,15.0,10.0,13.0,16.0,87.0,213.0,2005,1985-01-03,37.0,Missouri,Lithuania,80.0,234.0,7.0,2005.0,2012.0,2005.0,1.0,27.0
1187,Lindsey Hunter,1610612765,DET,Detroit,283,37.0,100.0,11.0,43.0,2.0,4.0,10.0,30.0,40.0,62.0,19.0,1.0,20.0,44.0,87.0,2005,1970-12-03,51.0,Jackson State,USA,74.0,195.0,16.0,1993.0,2009.0,1993.0,1.0,10.0
1188,Linton Johnson,1610612751,NJN,New Jersey,2669,61.0,149.0,13.0,36.0,18.0,27.0,40.0,82.0,122.0,14.0,12.0,12.0,28.0,61.0,153.0,2005,1980-06-13,41.0,Tulane,USA,80.0,205.0,6.0,2003.0,2008.0,0.0,0.0,0.0
1189,Lonny Baxter,1610612745,HOU,Houston,2437,45.0,104.0,0.0,0.0,28.0,35.0,45.0,72.0,117.0,4.0,11.0,8.0,20.0,56.0,118.0,2005,1979-01-27,43.0,Maryland,USA,80.0,260.0,3.0,2002.0,2005.0,2002.0,2.0,43.0
1190,Loren Woods,1610612761,TOR,Toronto,2254,28.0,59.0,0.0,1.0,6.0,14.0,44.0,66.0,110.0,4.0,9.0,23.0,16.0,49.0,62.0,2005,1978-06-21,43.0,Arizona,USA,86.0,260.0,6.0,2001.0,2007.0,2001.0,2.0,45.0
1191,Lorenzen Wright,1610612763,MEM,Memphis,953,194.0,406.0,0.0,2.0,66.0,117.0,142.0,253.0,395.0,48.0,52.0,46.0,67.0,201.0,454.0,2005,1975-11-04,46.0,Memphis,USA,83.0,255.0,13.0,1996.0,2008.0,1996.0,1.0,7.0
1192,Lou Williams,1610612755,PHI,Philadelphia,101150,23.0,52.0,2.0,9.0,8.0,13.0,3.0,16.0,19.0,10.0,5.0,0.0,13.0,13.0,56.0,2005,1986-10-27,35.0,South Gwinnett HS (GA),USA,73.0,175.0,15.0,2005.0,2020.0,2005.0,2.0,45.0
1193,Luke Jackson,1610612739,CLE,Cleveland,2739,29.0,85.0,12.0,36.0,26.0,33.0,16.0,24.0,40.0,25.0,11.0,2.0,31.0,30.0,96.0,2005,1981-11-06,40.0,Oregon,USA,79.0,215.0,4.0,2004.0,2007.0,2004.0,1.0,10.0
1194,Luke Ridnour,1610612760,SEA,Seattle,2557,334.0,799.0,43.0,149.0,199.0,227.0,47.0,188.0,235.0,550.0,123.0,22.0,162.0,178.0,910.0,2005,1981-02-13,41.0,Oregon,USA,74.0,175.0,11.0,2003.0,2014.0,2003.0,1.0,14.0
1195,Luke Schenscher,1610612741,CHI,Chicago,101195,16.0,26.0,0.0,0.0,4.0,13.0,8.0,21.0,29.0,7.0,1.0,3.0,5.0,21.0,36.0,2005,1981-12-31,40.0,Georgia Tech,USA,85.0,265.0,1.0,2005.0,2006.0,0.0,0.0,0.0
1196,Luke Walton,1610612747,LAL,Los Angeles,2575,135.0,328.0,18.0,55.0,57.0,76.0,88.0,159.0,247.0,156.0,41.0,15.0,78.0,119.0,345.0,2005,1980-03-28,42.0,Arizona,USA,80.0,235.0,10.0,2003.0,2012.0,2003.0,2.0,32.0
1197,Luol Deng,1610612741,CHI,Chicago,2736,442.0,954.0,21.0,78.0,207.0,276.0,127.0,389.0,516.0,147.0,72.0,50.0,105.0,128.0,1112.0,2005,1985-04-16,37.0,Duke,United Kingdom,81.0,237.0,15.0,2004.0,2018.0,2004.0,1.0,7.0
1198,Luther Head,1610612745,HOU,Houston,101129,254.0,630.0,113.0,313.0,86.0,123.0,33.0,233.0,266.0,215.0,89.0,9.0,119.0,169.0,707.0,2005,1982-11-26,39.0,Illinois,USA,75.0,185.0,5.0,2005.0,2010.0,2005.0,1.0,24.0
