,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,TEAM_ID,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
900,Anthony Davis,1993-03-11,29,Kentucky,USA,82.0,253.0,8,1610612747,2012,2020,2012,1,1
901,Antonio Davis,1968-10-31,53,Texas-El Paso,USA,81.0,245.0,12,0,1993,2005,1990,2,45
902,Aubrey Davis,1921-03-28,101,Oklahoma Baptist,USA,74.0,175.0,0,1610610034,1946,1946,0,0,0
903,Baron Davis,1979-04-13,43,UCLA,USA,75.0,212.0,13,1610612766,1999,2011,1999,1,3
904,Ben Davis,1972-12-26,49,Arizona,USA,81.0,245.0,4,0,1996,1999,1996,2,43
905,Bill Davis,1921-10-03,100,Notre Dame,USA,75.0,215.0,0,1610610025,1946,1946,1968,12,160
906,Bob Davis,1950-04-02,72,Weber State,USA,79.0,215.0,0,1610612757,1972,1972,1972,2,14
907,Brad Davis,1955-12-17,66,Maryland,USA,75.0,180.0,14,1610612742,1977,1991,1977,1,15
908,Brian Davis,1970-06-21,51,Duke,USA,79.0,200.0,0,1610612750,1993,1993,1992,2,48
909,Charlie Davis,1958-10-05,63,Vanderbilt,USA,79.0,215.0,7,1610612764,1981,1989,1981,2,35
910,Charlie Davis,1949-09-07,72,Wake Forest,USA,73.0,160.0,2,1610612757,1971,1973,1971,8,120
911,Dale Davis,1969-03-25,53,Clemson,USA,83.0,252.0,16,1610612754,1991,2006,1991,1,13
912,Deyonta Davis,1996-12-02,25,Michigan State,USA,83.0,237.0,3,0,2016,2018,2016,2,31
913,Double D Davis,1949-10-11,72,Houston,USA,80.0,220.0,4,1610612739,1972,1976,1972,1,3
914,Ed Davis,1989-06-05,32,North Carolina,USA,81.0,218.0,10,1610612750,2010,2020,2010,1,13
915,Edward Davis,1950-06-16,71,Duquesne,USA,79.0,195.0,4,1610612749,1972,1976,1972,7,113
916,Emanual Davis,1968-08-27,53,Delaware State,USA,77.0,195.0,6,1610612760,1996,2002,0,0,0
917,Glen Davis,1986-01-01,36,Louisiana State,USA,81.0,289.0,7,1610612738,2007,2014,2007,2,35
918,Harry Davis,1956-01-27,66,Florida State,USA,79.0,220.0,1,1610612739,1978,1979,1978,2,33
919,Hubert Davis,1970-05-17,52,North Carolina,USA,77.0,183.0,12,1610612752,1992,2003,1992,1,20
920,James Davis,1932-04-22,90,St. John's,USA,79.0,220.0,0,1610612758,1955,1955,1954,6,52
921,Jim Davis,1941-12-18,80,Colorado,USA,81.0,225.0,7,1610612737,1967,1974,1964,4,27
922,Johnny Davis,1955-10-21,66,Dayton,USA,74.0,170.0,9,1610612754,1976,1985,1976,2,22
923,Josh Davis,1980-08-10,41,Wyoming,USA,80.0,235.0,3,0,2003,2011,0,0,0
924,Mark Davis,1973-04-26,49,Texas Tech,USA,79.0,205.0,4,1610612755,1995,1999,1995,2,48
925,Mark Davis,1963-06-08,58,Old Dominion,USA,78.0,195.0,0,1610612749,1988,1988,1985,4,79
926,Mel Davis,1950-11-09,71,St. John's,USA,78.0,220.0,3,1610612752,1973,1976,1973,1,14
927,Michael Davis,1956-08-02,65,Maryland,USA,82.0,230.0,0,1610612752,1982,1982,0,0,0
928,Mike Davis,1946-07-26,75,Virginia Union,USA,75.0,185.0,3,1610612746,1969,1972,1969,1,14
929,Monti Davis,1958-07-26,63,Tennessee State,USA,79.0,205.0,0,1610612742,1980,1980,1980,1,21
930,Paul Davis,1984-07-21,37,Michigan State,USA,83.0,270.0,3,0,2006,2009,2006,2,34
931,Ralph Davis,1938-09-07,83,Cincinnati,USA,76.0,180.0,1,1610612764,1960,1961,1960,3,17
932,Ricky Davis,1979-09-23,42,Iowa,USA,79.0,195.0,11,0,1998,2009,1998,1,21
933,Ron Davis,1954-05-01,68,Washington State,USA,78.0,198.0,2,1610612746,1976,1981,1976,5,70
934,Terence Davis,1997-05-16,25,Mississippi,USA,76.0,201.0,1,1610612761,2019,2020,0,0,0
935,Terry Davis,1967-06-17,54,Virginia Union,USA,82.0,270.0,9,1610612742,1989,2000,0,0,0
936,Tyler Davis,1997-05-22,25,Texas A&M,USA,82.0,266.0,0,0,2018,2018,0,0,0
938,Walter Davis,1954-09-09,67,North Carolina,USA,78.0,193.0,14,1610612756,1977,1991,1977,1,5
939,Andre Dawkins,1991-09-19,30,Duke,USA,77.0,219.0,0,0,2014,2014,0,0,0
940,Darryl Dawkins,1957-01-11,65,Maynard Evans HS (FL),USA,83.0,251.0,13,1610612755,1975,1988,1975,1,5
941,Johnny Dawkins,1963-09-28,58,Duke,USA,74.0,165.0,8,1610612755,1986,1994,1986,1,10
942,Paul Dawkins,1957-06-10,64,Northern Illinois,USA,77.0,190.0,0,1610612762,1979,1979,1979,10,185
943,Branden Dawson,1993-02-01,29,Michigan State,USA,78.0,225.0,1,1610612746,2015,2015,2015,2,56
944,Eric Dawson,1984-07-07,37,Midwestern State,USA,81.0,250.0,1,0,2011,2011,0,0,0
945,Tony Dawson,1967-08-25,54,Florida State,USA,79.0,215.0,1,1610612758,1990,1994,0,0,0
946,Todd Day,1970-01-07,52,Arkansas,USA,78.07063365886896,211.14685155717208,7,0,1992,2000,1992,1,8
947,Austin Daye,1988-06-05,33,Gonzaga,USA,83.0,220.0,6,1610612765,2009,2014,2009,1,15
948,Darren Daye,1960-11-30,61,UCLA,USA,80.0,220.0,4,1610612764,1983,1987,1983,3,57
949,Nando De Colo,1987-06-23,34,France,France,77.0,195.0,2,1610612759,2012,2013,2009,2,53
951,Andrew DeClercq,1973-02-01,49,Florida,USA,82.0,255.0,10,0,1995,2004,1995,2,34
953,DeMar DeRozan,1989-08-07,32,Southern California,USA,78.0,220.0,11,1610612759,2009,2020,2009,1,9
954,Hank DeZonie,1922-02-12,100,Clark Atlanta,USA,77.0,215.0,0,1610612737,1950,1950,0,0,0
955,Greg Deane,1957-12-06,64,Utah,USA,76.0,190.0,0,1610612762,1979,1979,1979,4,67
956,Dewayne Dedmon,1989-08-12,32,USC,USA,84.0,245.0,7,1610612737,2013,2019,0,0,0
957,Archie Dees,1936-02-22,86,Indiana,USA,80.0,205.0,3,1610612765,1958,1961,1958,1,2
958,Terry Dehere,1971-09-12,50,Seton Hall,USA,76.0,190.0,5,1610612746,1993,1998,1993,1,13
959,Red Dehnert,1905-04-07,117,Columbia,USA,78.07063365886896,211.14685155717208,0,1610610032,1946,1946,0,0,0
960,Bryce Dejean-Jones,1992-08-21,29,Iowa State,USA,78.0,203.0,0,0,2015,2015,0,0,0
961,Sam Dekker,1994-05-06,28,Wisconsin,USA,81.0,230.0,4,1610612764,2015,2018,2015,1,18
962,Vinny Del Negro,1966-08-09,55,North Carolina State,USA,78.07063365886896,211.14685155717208,11,0,1988,2001,1988,2,29
963,Malcolm Delaney,1989-03-11,33,Virginia Tech,USA,75.0,190.0,1,1610612737,2016,2017,0,0,0
964,Bison Dele,1969-04-06,53,Arizona,USA,83.0,260.0,7,1610612743,1991,1998,1991,1,10
965,Carlos Delfino,1982-08-29,39,Fortitudo Bologna,Argentina,78.0,230.0,8,1610612765,2004,2013,2003,1,25
966,Angel Delgado,1994-11-20,27,Seton Hall,Dominican Republic,82.0,245.0,1,1610612746,2018,2018,0,0,0
967,Tony Delk,1974-01-28,48,Kentucky,USA,74.0,189.0,9,1610612756,1996,2005,1996,1,16
968,Matthew Dellavedova,1990-09-08,31,St.Mary's College of California,Australia,75.0,200.0,7,1610612739,2013,2020,0,0,0
969,Fennis Dembo,1966-01-24,56,Wyoming,USA,77.0,215.0,0,1610612765,1988,1988,1988,2,30
970,Larry Demic,1957-06-27,64,Arizona,USA,81.0,225.0,2,1610612752,1979,1981,1979,1,9
971,Dell Demps,1970-02-12,52,Pacific,USA,75.0,205.0,2,0,1993,1996,0,0,0
972,George Dempsey,1929-07-19,92,King's,USA,75.0,190.0,4,1610612744,1954,1958,1951,7,68
973,Luol Deng,1985-04-16,37,Duke,United Kingdom,81.0,237.0,15,1610612750,2004,2018,2004,1,7
974,Kenny Dennard,1958-10-18,63,Duke,USA,80.0,220.0,2,1610612758,1981,1983,1981,4,78
976,Justin Dentmon,1985-09-05,36,Washington,USA,71.0,185.0,1,0,2011,2012,0,0,0
977,Randy Denton,1949-02-18,73,Duke,USA,82.0,240.0,0,1610612737,1976,1976,1971,4,61
978,Rod Derline,1952-03-11,70,Seattle,USA,72.0,175.0,1,1610612760,1974,1975,1974,10,169
979,Marcus Derrickson,1996-02-01,26,Georgetown,USA,79.0,249.0,1,1610612744,2018,2018,0,0,0
980,Dave Deutsch,1945-05-13,77,Rochester,USA,73.0,170.0,0,1610612752,1966,1966,1966,12,98
981,Walter Devlin,1931-12-21,90,George Washington,USA,77.0,195.0,2,1610612765,1955,1957,1955,2,9
982,Ernie DiGregorio,1951-01-15,71,Providence,USA,72.0,180.0,4,1610612746,1973,1977,1973,1,3
983,Donte DiVincenzo,1997-01-31,25,Villanova,USA,76.0,203.0,2,1610612749,2018,2020,2018,1,17
984,Derrick Dial,1975-12-20,46,Eastern Michigan,USA,76.0,184.0,4,1610612759,1999,2003,1998,2,52
985,Cheick Diallo,1996-09-13,25,Kansas,Mali,80.0,219.0,4,1610612756,2016,2019,2016,2,33
986,Hamidou Diallo,1998-07-31,23,Kentucky,USA,77.0,202.0,2,1610612765,2018,2020,2018,2,45
987,Boris Diaw,1982-04-16,40,Pau Orthez,France,80.0,250.0,14,1610612759,2003,2016,2003,1,21
988,Yakhouba Diawara,1982-08-29,39,Pepperdine,USA,79.0,225.0,4,1610612743,2006,2009,0,0,0
989,Guillermo Diaz,1985-03-04,37,Miami,USA,78.07063365886896,211.14685155717208,0,0,2007,2016,2006,2,52
990,Dan Dickau,1978-09-16,43,Gonzaga,USA,72.0,180.0,6,1610612737,2002,2007,2002,1,28
991,Kaniel Dickens,1978-07-21,43,Idaho,USA,80.0,215.0,2,0,2003,2007,2000,2,50
992,Henry Dickerson,1951-11-27,70,University of Charleston,USA,76.0,190.0,1,1610612765,1975,1976,0,0,0
993,Michael Dickerson,1975-06-25,46,Arizona,USA,77.0,190.0,5,1610612763,1998,2002,1998,1,14
994,Derrek Dickey,1951-03-20,71,Cincinnati,USA,79.0,218.0,4,1610612744,1973,1977,1973,2,29
996,Travis Diener,1982-03-01,40,Marquette,USA,73.0,175.0,5,1610612754,2005,2009,2005,2,38
997,Gorgui Dieng,1990-01-18,32,Louisville,Senegal,82.0,252.0,7,1610612763,2013,2020,2013,1,21
998,Connie Dierking,1936-10-02,85,Cincinnati,USA,82.0,222.0,9,1610612758,1958,1970,1958,1,5
999,Coby Dietrick,1948-07-23,73,San Jose State,USA,83.0,220.0,6,1610612759,1976,1982,1970,10,155
1000,Mickey Dillard,1958-10-15,63,Florida State,USA,75.0,170.0,0,1610612739,1981,1981,1981,3,55
1001,Bob Dille,1917-07-02,104,Valparaiso,USA,75.0,190.0,0,1610610028,1946,1946,0,0,0
1003,Byron Dinkins,1967-06-15,54,North Carolina-Charlotte,USA,73.0,170.0,1,1610612745,1989,1990,0,0,0
1004,Jackie Dinkins,1950-01-22,72,Voorhees,USA,77.0,210.0,0,1610612741,1971,1971,1971,9,150
1005,Bill Dinwiddie,1943-07-15,78,New Mexico Highlands,USA,79.0,220.0,3,1610612758,1967,1971,0,0,0
1006,Spencer Dinwiddie,1993-04-06,29,Colorado,USA,77.0,215.0,6,1610612751,2014,2020,2014,2,38
1007,Ike Diogu,1983-09-11,38,Arizona State,USA,81.0,250.0,6,0,2005,2011,2005,1,9
1008,DeSagana Diop,1982-01-30,40,No College,Senegal,84.0,280.0,12,1610612742,2001,2012,2001,1,8
1009,Terry Dischinger,1940-11-21,81,Purdue,USA,79.0,189.0,8,1610612765,1962,1972,1962,2,8
1010,Fred Diute,1929-01-09,93,St. Bonaventure,USA,75.0,210.0,0,1610612737,1954,1954,1951,3,27
1011,Vlade Divac,1968-02-03,54,Partizan,Serbia,85.0,260.0,16,1610612747,1989,2004,1989,1,26
1012,Juan Dixon,1978-10-09,43,Maryland,USA,75.0,165.0,7,1610612764,2002,2008,2002,1,17
1013,Aleksandar Djordjevic,1967-08-26,54,Fortitudo Bologna,Serbia,74.0,198.0,0,0,1996,1996,0,0,0
1015,Michael Doleac,1977-06-15,44,Utah,USA,83.0,262.0,10,1610612753,1998,2007,1998,1,12
1016,Joe Dolhon,1927-07-09,94,New York University,USA,72.0,175.0,1,1610610024,1949,1950,0,0,0
1017,Bob Doll,1919-08-10,102,Colorado,USA,76.0,195.0,3,1610610034,1946,1949,0,0,0
1018,James Donaldson,1957-08-16,64,Washington State,USA,86.0,275.0,13,1610612742,1980,1994,1979,4,73
1019,Luka Doncic,1999-02-28,23,Real Madrid,Slovenia,79.0,230.0,2,1610612742,2018,2020,2018,1,3
1021,Billy Donovan,1965-05-30,57,Providence,USA,71.0,171.0,0,1610612752,1987,1987,1987,3,68
1023,Keyon Dooling,1980-05-08,42,Missouri,USA,75.0,195.0,13,1610612746,2000,2012,2000,1,10
1024,Jacky Dorsey,1954-12-18,67,Georgia,USA,79.0,230.0,2,1610612760,1977,1980,1976,2,26
1025,Joey Dorsey,1983-12-16,38,Memphis,USA,78.07063365886896,211.14685155717208,3,0,2008,2016,2008,2,33
1026,Tyler Dorsey,1996-02-18,26,Oregon,USA,77.0,183.0,2,1610612763,2017,2018,2017,2,41
1027,Luguentz Dort,1999-04-19,23,Arizona State,Canada,75.0,215.0,1,1610612760,2019,2020,0,0,0
1028,Damyean Dotson,1994-05-06,28,Houston,USA,77.0,210.0,3,1610612739,2017,2020,2017,2,44
1029,Quincy Douby,1984-05-16,38,Rutgers,USA,75.0,175.0,3,1610612758,2006,2008,2006,1,19
1030,Bruce Douglas,1964-04-09,58,Illinois,USA,75.0,195.0,0,1610612758,1986,1986,1986,3,57
1031,John Douglas,1956-06-12,65,Kansas,USA,74.0,170.0,1,1610612746,1981,1982,1978,6,118
1032,Leon Douglas,1954-08-26,67,Alabama,USA,82.0,230.0,6,1610612765,1976,1982,1976,1,4
1033,Sherman Douglas,1966-09-15,55,Syracuse,USA,78.07063365886896,211.14685155717208,11,0,1989,2000,1989,2,28
1034,Toney Douglas,1986-03-16,36,Florida State,USA,74.0,195.0,7,0,2009,2016,2009,1,29
1035,Chris Douglas-Roberts,1987-01-08,35,Memphis,USA,79.0,210.0,6,0,2008,2014,2008,2,40
1036,Sekou Doumbouya,2000-12-23,21,Limoges,France,80.0,230.0,1,1610612765,2019,2020,2019,1,15
1037,Lloyd Dove,1945-08-16,76,St. John's,USA,80.0,198.0,1,1610612765,1967,1968,1967,1,4
1038,Zabian Dowdell,1984-09-10,37,Virginia Tech,USA,75.0,191.0,1,1610612756,2010,2010,0,0,0
1039,Bill Downey,1923-11-11,98,Marquette,USA,78.0,210.0,0,1610610032,1947,1947,0,0,0
1040,Steve Downing,1950-09-09,71,Indiana,USA,80.0,225.0,1,1610612738,1973,1974,1973,1,17
1041,Danny Doyle,1940-02-06,82,Belmont Abbey,USA,80.0,200.0,0,1610612765,1962,1962,1961,5,44
1042,Milton Doyle,1993-10-31,28,Loyola-Chicago,USA,76.0,180.0,1,1610612751,2017,2017,0,0,0
1043,PJ Dozier,1996-10-25,25,South Carolina,USA,78.0,205.0,3,1610612743,2017,2020,0,0,0
1044,Terry Dozier,1966-06-29,55,South Carolina,USA,81.0,210.0,0,1610612766,1989,1989,0,0,0
1045,Goran Dragic,1986-05-06,36,Union Olimpija,Slovenia,75.0,190.0,12,1610612748,2008,2020,2008,2,45
1046,Zoran Dragic,1989-06-22,32,Malaga,Slovenia,77.0,200.0,0,1610612748,2014,2014,0,0,0
1047,Greg Dreiling,1963-11-07,58,Kansas,USA,85.0,265.0,9,1610612754,1986,1996,1986,2,26
1048,Bryce Drew,1974-09-21,47,Valparaiso,USA,75.0,184.0,5,0,1998,2003,1998,1,16
1049,John Drew,1954-09-30,67,Gardner-Webb,USA,78.0,205.0,10,1610612737,1974,1984,1974,2,25
1050,Larry Drew,1958-04-02,64,Missouri,USA,73.0,170.0,9,1610612758,1980,1990,1980,1,17
1051,Larry Drew II,1990-03-05,32,UCLA,USA,74.0,180.0,1,1610612755,2014,2017,0,0,0
1052,Clyde Drexler,1962-06-22,59,Houston,USA,79.0,222.0,14,1610612757,1983,1997,1983,1,14
1053,Nate Driggers,1973-10-12,48,Montevallo,USA,77.0,215.0,0,1610612738,1996,1996,0,0,0
1054,Terry Driscoll,1947-08-28,74,Boston College,USA,79.0,215.0,4,1610612749,1970,1974,1969,1,4
1055,Predrag Drobnjak,1975-10-27,46,Efes Pilsen,Serbia,83.0,270.0,4,1610612760,2001,2004,1997,2,48
1056,Ralph Drollinger,1954-04-20,68,UCLA,USA,86.0,250.0,0,1610612742,1980,1980,1978,5,105
1057,Andre Drummond,1993-08-10,28,Connecticut,USA,82.0,279.0,8,1610612739,2012,2020,2012,1,9
1058,Dennis DuVal,1952-03-31,70,Syracuse,USA,75.0,175.0,1,1610612764,1974,1975,1974,2,30
1059,Dick Duckett,1933-03-25,89,St. John's,USA,73.0,185.0,0,1610612758,1957,1957,1957,2,9
1060,Kevin Duckworth,1964-04-01,58,Eastern Illinois,USA,84.0,300.0,10,1610612757,1986,1996,1986,2,33
1061,Charles Dudley,1950-03-05,72,Washington,USA,74.0,180.0,5,1610612744,1972,1978,1972,5,76
1062,Chris Dudley,1965-02-22,57,Yale,USA,83.0,260.0,16,1610612757,1987,2002,1987,4,75
1063,Jared Dudley,1985-07-10,36,Boston College,USA,78.0,237.0,13,1610612747,2007,2020,2007,1,22
1064,Terry Duerod,1956-07-29,65,Detroit,USA,74.0,180.0,3,1610612765,1979,1982,1979,3,48
1065,Bob Duffy,1922-07-05,99,Tulane,USA,76.0,175.0,0,1610610025,1946,1946,1962,2,10
1066,Bob Duffy,1940-09-26,81,Colgate,USA,75.0,185.0,2,1610612765,1962,1964,1962,2,10
1067,Chris Duhon,1982-08-31,39,Duke,USA,73.0,190.0,9,1610612741,2004,2012,2004,2,38
1068,Duje Dukan,1991-12-04,30,Wisconsin,Croatia,81.0,220.0,1,1610612758,2015,2015,0,0,0
1070,Joe Dumars,1963-05-24,59,McNeese State,USA,75.0,195.0,13,1610612765,1985,1998,1985,1,18
1071,Richard Dumas,1969-05-19,53,Oklahoma State,USA,79.0,225.0,2,1610612756,1992,1995,1991,2,46
1072,Tony Dumas,1972-08-25,49,Missouri-Kansas City,USA,78.0,190.0,3,0,1994,1997,1994,1,19
1074,Tim Duncan,1976-04-25,46,Wake Forest,US Virgin Islands,83.0,250.0,19,1610612759,1997,2015,1997,1,1
1075,Mike Dunleavy,1980-09-15,41,Duke,USA,81.0,230.0,15,1610612744,2002,2016,2002,1,3
1076,Mike Dunleavy,1954-03-21,68,South Carolina,USA,75.0,180.0,10,1610612745,1976,1989,1976,6,99
1077,Kris Dunn,1994-03-18,28,Providence,USA,75.0,205.0,4,1610612737,2016,2020,2016,1,5
1079,T.R. Dunn,1955-02-01,67,Alabama,USA,76.0,192.0,13,1610612743,1977,1990,1977,2,41
1080,Ronald Dupree,1981-01-26,41,Louisiana State,USA,79.0,209.0,6,0,2003,2010,0,0,0
1081,Kevin Durant,1988-09-29,33,Texas,USA,82.0,240.0,12,1610612751,2007,2020,2007,1,2
1082,John Duren,1958-10-30,63,Georgetown,USA,75.0,195.0,2,1610612762,1980,1982,1980,1,19
1083,Pat Durham,1967-03-10,55,Colorado State,USA,79.0,210.0,1,1610612750,1992,1994,1989,2,35
1084,Devin Durrant,1960-10-20,61,Brigham Young,USA,79.0,200.0,1,1610612754,1984,1985,1984,2,25
1085,Ken Durrett,1948-12-08,73,La Salle,USA,79.0,190.0,3,1610612758,1971,1974,1971,1,4
1086,Trevon Duval,1998-08-03,23,Duke,USA,74.0,189.0,1,1610612745,2018,2018,0,0,0
1087,Jack Dwan,1921-05-03,101,Loyola-Chicago,USA,76.0,200.0,0,1610612747,1948,1948,0,0,0
1088,Craig Dykema,1959-06-11,62,Long Beach State,USA,80.0,190.0,0,1610612756,1981,1981,1981,3,66
1090,Jerome Dyson,1987-05-01,35,Connecticut,USA,75.0,180.0,1,1610612740,2011,2011,0,0,0
1091,Ledell Eackles,1966-11-24,55,New Orleans,USA,77.0,231.0,6,1610612764,1988,1997,1988,2,36
1092,Jim Eakins,1946-05-24,76,Brigham Young,USA,83.0,215.0,1,1610612758,1976,1977,1968,5,57
1093,Acie Earl,1970-06-23,51,Iowa,USA,83.0,240.0,3,1610612738,1993,1996,1993,1,19
1094,Ed Earle,1927-04-28,95,Loyola-Chicago,USA,75.0,190.0,0,1610612755,1953,1953,0,0,0
1095,Cleanthony Early,1991-04-17,31,Wichita State,USA,80.0,210.0,2,1610612752,2014,2015,2014,2,34
1096,Mark Eaton,1957-01-24,65,UCLA,USA,88.0,275.0,10,1610612762,1982,1992,1982,4,72
1097,Jerry Eaves,1959-02-08,63,Louisville,USA,76.0,180.0,3,1610612762,1982,1986,1982,3,55
1098,Devin Ebanks,1989-10-28,32,West Virginia,USA,81.0,215.0,3,1610612747,2010,2012,2010,2,43
1099,Bill Ebben,1935-10-07,86,Detroit,USA,76.0,190.0,0,1610612765,1957,1957,1957,3,18
1100,Al Eberhard,1952-05-10,70,Missouri,USA,78.0,225.0,3,1610612765,1974,1977,1974,1,15
1101,Ndudi Ebi,1984-06-18,37,Westbury Christian HS (TX),USA,81.0,195.0,2,1610612750,2003,2004,2003,1,26
1102,Jarell Eddie,1991-10-30,30,Virginia Tech,USA,79.0,218.0,2,1610612764,2015,2017,0,0,0
1103,Patrick Eddie,1967-12-27,54,Mississippi,USA,83.0,240.0,0,1610612752,1991,1991,0,0,0
1105,Kent Edelin,1962-05-24,60,Virginia,USA,80.0,205.0,0,1610612754,1984,1984,1984,7,140
1106,Keith Edmonson,1960-09-28,61,Purdue,USA,77.0,195.0,1,1610612759,1982,1983,1982,1,10
1107,Tyus Edney,1973-02-14,49,UCLA,USA,70.0,166.0,3,1610612758,1995,2000,1995,2,47
1108,Bill Edwards,1971-09-22,50,Wright State,USA,80.0,215.0,0,1610612755,1993,1993,0,0,0
1109,Blue Edwards,1965-10-31,56,East Carolina,USA,76.0,200.0,9,0,1989,1998,1989,1,21
1110,Carsen Edwards,1998-03-12,24,Purdue,USA,71.0,200.0,1,1610612738,2019,2020,2019,2,33
1111,Corsley Edwards,1979-03-05,43,Central Connecticut State,USA,81.0,275.0,0,0,2002,2004,2002,2,57
1112,Doug Edwards,1971-01-21,51,Florida State,USA,79.0,235.0,2,1610612737,1993,1995,1993,1,15
1113,Franklin Edwards,1959-02-02,63,Cleveland State,USA,73.0,170.0,6,1610612755,1981,1987,1981,1,22
1114,James Edwards,1955-11-22,66,Washington,USA,85.0,252.0,18,1610612754,1977,1995,1977,3,46
1115,Jay Edwards,1969-01-03,53,Indiana,USA,76.0,185.0,0,1610612746,1989,1989,1989,2,33
1116,John Edwards,1981-07-31,40,Kent State,USA,84.0,275.0,2,1610612737,2004,2005,0,0,0
1117,Kevin Edwards,1965-10-30,56,DePaul,USA,75.0,210.0,10,1610612748,1988,2000,1988,1,20
1118,Shane Edwards,1987-05-31,35,Arkansas-Little Rock,USA,79.0,220.0,0,0,2013,2013,0,0,0
1119,Vincent Edwards,1996-04-05,26,Purdue,USA,80.0,225.0,1,1610612745,2018,2018,2018,2,52
1120,Johnny Egan,1939-01-31,83,Providence,USA,72.0,180.0,10,1610612764,1961,1971,1961,2,12
1121,Lonnie Eggleston,1918-06-08,103,Oklahoma State,USA,72.0,170.0,0,1610610034,1948,1948,0,0,0
1122,Eddie Ehlers,1923-03-10,99,Purdue,USA,75.0,198.0,1,1610612738,1947,1948,1947,1,3
1123,Craig Ehlo,1961-08-11,60,Washington State,USA,78.0,180.0,13,0,1983,1996,1983,3,48
1124,Dick Eichhorst,1933-10-21,88,Southeast Missouri,USA,75.0,200.0,0,1610612737,1961,1961,0,0,0
1125,Howard Eisley,1972-12-04,49,Boston College,USA,74.0,185.0,11,1610612762,1994,2005,1994,2,30
1126,Obinna Ekezie,1975-08-22,46,Maryland,Nigeria,81.0,270.0,4,0,1999,2004,1999,2,37
1127,Khalid El-Amin,1979-04-25,43,Connecticut,USA,70.0,200.0,1,1610612741,2000,2002,2000,2,34
1128,Don Eliason,1918-07-24,103,Hamline,USA,74.0,210.0,0,1610612738,1946,1946,0,0,0
1129,Mario Elie,1963-11-26,58,American International,USA,77.0,225.0,10,1610612745,1990,2000,1985,7,160
1130,Ray Ellefson,1922-11-18,99,West Texas A&M,USA,80.0,230.0,1,1610612752,1948,1950,0,0,0
1131,Henry Ellenson,1997-01-13,25,Marquette,USA,82.0,240.0,4,0,2016,2020,2016,1,18
1132,Wayne Ellington,1987-11-29,34,North Carolina,USA,76.0,207.0,11,1610612765,2009,2020,2009,1,28
1133,Bob Elliott,1955-08-18,66,Arizona,USA,81.0,225.0,2,1610612751,1978,1980,1977,2,42
1134,Sean Elliott,1968-02-02,54,Arizona,USA,80.0,220.0,11,1610612759,1989,2000,1989,1,3
1135,Alexander Ellis,1936-02-11,86,Niagara,USA,77.0,185.0,1,1610612747,1958,1959,1958,3,16
1136,Bo Ellis,1954-08-08,67,Marquette,USA,81.0,197.0,2,1610612743,1977,1979,1977,1,17
1137,Dale Ellis,1960-08-06,61,Tennessee,USA,79.0,205.0,16,0,1983,1999,1983,1,9
1138,Harold Ellis,1970-10-07,51,Morehouse,USA,77.0,220.0,2,1610612746,1993,1997,0,0,0
1139,Joe Ellis,1944-05-03,78,San Francisco,USA,78.0,175.0,7,1610612744,1966,1973,1966,2,13
1140,LaPhonso Ellis,1970-05-05,52,Notre Dame,USA,80.0,240.0,11,1610612743,1992,2002,1992,1,5
1141,LeRon Ellis,1969-04-28,53,Syracuse,USA,81.0,225.0,2,1610612766,1991,1995,1991,1,22
1142,Leroy Ellis,1940-03-10,82,St. John's,USA,83.0,210.0,13,1610612747,1962,1975,1962,1,6
1143,Monta Ellis,1985-10-26,36,No College,USA,75.0,185.0,12,1610612744,2005,2016,2005,2,40
1144,Pervis Ellison,1967-04-03,55,Louisville,USA,78.07063365886896,211.14685155717208,10,0,1989,2000,1989,1,1
1145,Len Elmore,1952-03-28,70,Maryland,USA,82.0,220.0,7,1610612751,1976,1983,1974,1,13
1146,Francisco Elson,1976-02-28,46,California,Netherlands,84.0,240.0,8,0,2003,2011,1999,2,41
1147,Darrell Elston,1952-08-15,69,North Carolina,USA,75.0,190.0,0,1610612754,1976,1976,1974,3,43
1148,Melvin Ely,1978-05-02,44,Fresno State,USA,82.0,260.0,8,1610612766,2002,2013,2002,1,12
1149,Joel Embiid,1994-03-16,28,Kansas,Cameroon,84.0,280.0,4,1610612755,2014,2020,2014,1,3
1150,Wayne Embry,1937-03-26,85,Miami (Ohio),USA,80.0,240.0,10,1610612758,1958,1968,1958,3,22
1151,Andre Emmett,1982-08-27,39,Texas Tech,USA,77.0,230.0,2,0,2004,2011,2004,2,35
1152,Ned Endress,1918-03-02,104,Akron,USA,74.0,200.0,0,1610610026,1946,1946,0,0,0
1153,Chris Engler,1959-03-01,63,Wyoming,USA,83.0,245.0,4,1610612744,1982,1987,1982,3,60
1154,Wayne Englestad,1963-12-06,58,California-Irvine,USA,80.0,245.0,0,1610612743,1988,1988,0,0,0
1155,A.J. English,1967-07-11,54,Virginia Union,USA,75.0,175.0,1,1610612764,1990,1991,1990,2,37
1156,Alex English,1954-01-05,68,South Carolina,USA,80.0,190.0,14,1610612743,1976,1990,1976,2,23
1157,Claude English,1946-12-26,75,Rhode Island,USA,76.0,185.0,0,1610612757,1970,1970,1970,7,110
1158,Jojo English,1970-02-04,52,South Carolina,USA,76.0,195.0,2,1610612741,1992,1994,0,0,0
